page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,is_bold,is_italic,most_common_font,rel_font_size,is_centered,space_before,space_after
3,90.0,258.577392578125,539.9345703125,362.562744140625,Philippine authorities to estimate damage.,0,0,0,0,0,42,5,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,"Specify how much variance in model performance is acceptable, i.e., with the model",0,0,0,0,0,82,13,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,working,0,0,0,0,0,7,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,on,0,0,0,0,0,2,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,average,0,0,0,0,0,7,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,better,0,0,0,0,0,6,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,than,0,0,0,0,0,4,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,the,0,0,0,0,0,3,1,11.0,0,0,Roboto-Regular,0.9883527454242929,1,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,"benchmark,",0,0,0,0,0,10,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,how,0,0,0,0,0,3,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,much,0,0,0,0,0,4,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,extreme,0,0,0,0,0,7,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,over,0,0,0,0,0,4,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,/,0,0,0,0,0,1,1,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,"underestimation is acceptable for field use. More specifically, indicate how robust the",0,0,0,0,0,87,12,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,90.0,258.577392578125,539.9345703125,362.562744140625,model performance is over different typhoons.,0,0,0,0,0,45,6,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.4776611328125,17.496826171875
3,72.0,380.0595703125,190.4403839111328,394.1220703125,Operational Readiness,0,1,0,0,0,21,2,12.0,0,1,Roboto-MediumItalic,1.0782029950083194,0,17.496826171875,2.477783203125
3,90.0,396.599853515625,539.7606201171875,439.85546875,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9883527454242929,0,2.477783203125,17.496826171875
3,90.0,396.599853515625,539.7606201171875,439.85546875,"For every model version, make a model release and keep an updated list of associated",0,0,0,0,0,84,15,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.477783203125,17.496826171875
3,90.0,396.599853515625,539.7606201171875,439.85546875,input data. This will make reproducibility of earlier results easier and help keep track of,0,0,0,0,0,91,15,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.477783203125,17.496826171875
3,90.0,396.599853515625,539.7606201171875,439.85546875,the data sources (and whose responsibility those are).,0,0,0,0,0,54,8,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.477783203125,17.496826171875
3,72.0,457.352294921875,169.52015686035156,471.414794921875,2.2 Ethical Review,0,1,1,0,0,18,3,12.0,0,0,Roboto-Medium,1.0782029950083194,0,17.496826171875,17.6826171875
3,72.0,489.097412109375,539.4075927734375,548.89306640625,Inaccuracy,0,1,0,0,0,10,1,12.0,0,1,Roboto-MediumItalic,1.0782029950083194,0,17.6826171875,2.2919921875
3,72.0,489.097412109375,539.4075927734375,548.89306640625,The model performance scores for 2021 Typhoon Surigae are not reported. The rationale for,0,0,0,0,0,89,14,11.0,0,1,Roboto-Italic,0.9883527454242929,1,17.6826171875,2.2919921875
3,72.0,489.097412109375,539.4075927734375,548.89306640625,using the given error / accuracy tool and not others is missing. The model does not perform well,0,0,0,0,0,96,18,11.0,0,1,Roboto-Italic,0.9883527454242929,1,17.6826171875,2.2919921875
3,72.0,489.097412109375,539.4075927734375,548.89306640625,at predicting really low and really high damage.,0,0,0,0,0,48,8,11.0,0,1,Roboto-Italic,0.9883527454242929,0,17.6826171875,2.2919921875
3,90.0,551.18505859375,539.6873168945312,594.440673828125,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9883527454242929,0,2.2919921875,17.496826171875
3,90.0,551.18505859375,539.6873168945312,594.440673828125,Recommendation: (1) Report latest error scores; (2) Contextualise the quality of the error,0,0,0,1,0,90,13,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.2919921875,17.496826171875
3,90.0,551.18505859375,539.6873168945312,594.440673828125,scores in light of existing and relevant research; (3) Include the rationale for using a,0,0,0,0,0,88,15,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.2919921875,17.496826171875
3,90.0,551.18505859375,539.6873168945312,594.440673828125,particular method of calculating error score as opposed to others.,0,0,0,0,0,66,10,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.2919921875,17.496826171875
3,72.0,611.9375,539.933837890625,656.55078125,False Negatives,0,1,0,0,0,15,2,12.0,0,1,Roboto-MediumItalic,1.0782029950083194,0,17.496826171875,2.291748046875
3,72.0,611.9375,539.933837890625,656.55078125,"In the case of Typhoon Goni in 2020, the model did not predict an extreme event until only a few",0,0,0,0,0,96,20,11.0,0,1,Roboto-Italic,0.9883527454242929,1,17.496826171875,2.291748046875
3,72.0,611.9375,539.933837890625,656.55078125,hours before landfall.,0,0,0,0,0,22,3,11.0,0,1,Roboto-Italic,0.9883527454242929,0,17.496826171875,2.291748046875
3,90.0,658.842529296875,539.6672973632812,717.280517578125,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9883527454242929,0,2.291748046875,74.719482421875
3,90.0,658.842529296875,539.6672973632812,717.280517578125,Recommendation: If the model does have 100% weightage in the activation of the,0,0,0,1,0,78,13,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.291748046875,74.719482421875
3,90.0,658.842529296875,539.6672973632812,717.280517578125,"trigger, then the possibility of a false negative should be clear operationally, e.g., in the",0,0,0,0,0,93,15,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.291748046875,74.719482421875
3,90.0,658.842529296875,539.6672973632812,717.280517578125,case of Typhoon Goni. This is of particular importance because we know that the model,0,0,0,0,0,85,15,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.291748046875,74.719482421875
3,90.0,658.842529296875,539.6672973632812,717.280517578125,does perform well in cases of rapid intensification or high damage scenarios.,0,0,0,0,0,77,12,11.0,0,0,Roboto-Regular,0.9883527454242929,0,2.291748046875,74.719482421875
4,72.0,87.4521484375,539.9798583984375,147.247802734375,Missing Attributes,0,1,0,0,0,18,2,12.0,0,1,Roboto-MediumItalic,1.0817610062893082,0,87.4521484375,2.2919921875
4,72.0,87.4521484375,539.9798583984375,147.247802734375,"The implementation model mentions a priority list based on poverty, gender, and building material,",0,0,0,0,0,98,14,11.0,0,1,Roboto-Italic,0.9916142557651991,1,87.4521484375,2.2919921875
4,72.0,87.4521484375,539.9798583984375,147.247802734375,"while the model uses poverty, hazard data, and building type where poverty is not disaggregated",0,0,0,0,0,95,15,11.0,0,1,Roboto-Italic,0.9916142557651991,1,87.4521484375,2.2919921875
4,72.0,87.4521484375,539.9798583984375,147.247802734375,unless it follows some national standard of income levels to estimate poverty lines.,0,0,0,0,0,84,13,11.0,0,1,Roboto-Italic,0.9916142557651991,0,87.4521484375,2.2919921875
4,90.0,149.539794921875,539.9276123046875,223.16015625,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9916142557651991,0,2.2919921875,17.496826171875
4,90.0,149.539794921875,539.9276123046875,223.16015625,"Recommendation: Clarity is required on the relative importance of variables used, and",0,0,0,1,0,85,12,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.496826171875
4,90.0,149.539794921875,539.9276123046875,223.16015625,consistency between the model and the implementation plan. There needs to be a,0,0,0,0,0,78,13,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.496826171875
4,90.0,149.539794921875,539.9276123046875,223.16015625,distinction drawn between the model and how the outputs of the model are used. Clear,0,0,0,0,0,84,15,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.496826171875
4,90.0,149.539794921875,539.9276123046875,223.16015625,"delineation between input data (inclusion / exclusion criteria etc.); modelling process,",0,0,0,0,0,88,11,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.496826171875
4,90.0,149.539794921875,539.9276123046875,223.16015625,"output, and use; and validation / verification, with a clear trail of documentation.",0,0,0,0,0,84,13,11.0,0,0,Roboto-Regular,0.9916142557651991,1,2.2919921875,17.496826171875
4,72.0,240.656982421875,539.9862670898438,315.63525390625,Lead Times,0,1,0,0,0,10,2,12.0,0,1,Roboto-MediumItalic,1.0817610062893082,0,17.496826171875,2.291748046875
4,72.0,240.656982421875,539.9862670898438,315.63525390625,Lead time is the length of time between when a forecast is output and the occurrence of the,0,0,0,0,0,91,18,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.496826171875,2.291748046875
4,72.0,240.656982421875,539.9862670898438,315.63525390625,shock that was forecasted. It is unclear the impact that forecast running time has on lead times,0,0,0,0,0,96,17,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.496826171875,2.291748046875
4,72.0,240.656982421875,539.9862670898438,315.63525390625,"for implementation. In the case of Typhoon Ursula (Phanfone) in 2019, the trigger was reached",0,0,0,0,0,93,15,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.496826171875,2.291748046875
4,72.0,240.656982421875,539.9862670898438,315.63525390625,only 12 hours prior to landfall for which no humanitarian action could be planned.,0,0,0,0,0,82,14,11.0,0,1,Roboto-Italic,0.9916142557651991,0,17.496826171875,2.291748046875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9916142557651991,0,2.291748046875,17.496826171875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,"Recommendation: In the implementation plan, more clarity is required on potential",0,0,0,1,0,81,11,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.291748046875,17.496826171875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,"operational impact of long lead times, especially with 100% weightage of model output",0,0,0,0,0,85,13,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.291748046875,17.496826171875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,for trigger activation. The effect of different lead times is unclear for the implementation.,0,0,0,0,0,93,14,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.291748046875,17.496826171875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,To quote one of the documents: 'It takes several hours for the forecast to run so the,0,0,0,1,0,85,17,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.291748046875,17.496826171875
4,90.0,317.927001953125,539.9072875976562,391.54736328125,initial conditions are already often outdated'.,0,0,0,0,0,47,6,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.291748046875,17.496826171875
4,72.0,409.044189453125,441.86932373046875,438.47509765625,Decision Support,0,1,0,0,0,16,2,12.0,0,1,Roboto-MediumItalic,1.0817610062893082,0,17.496826171875,2.2919921875
4,72.0,409.044189453125,441.86932373046875,438.47509765625,Decision support concerns the extent to which action based on model output.,0,0,0,0,0,75,12,11.0,0,1,Roboto-Italic,0.9916142557651991,0,17.496826171875,2.2919921875
4,90.0,440.76708984375,539.6964111328125,514.3876953125,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,Recommendation: Clarity is required in the implementation plan about weightage of,0,0,0,1,0,81,11,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,"model output on trigger activation, i.e., how much of the decision to act depends on the",0,0,0,0,0,88,16,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,"model output. If this is not 100%, then the other considerations should be described.",0,0,0,0,0,85,14,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,"Recommendation: Given the possibility of a false negative, operational readiness in case",0,0,0,1,0,88,12,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.49658203125
4,90.0,440.76708984375,539.6964111328125,514.3876953125,of model failure should be detailed in the implementation plan.,0,0,0,0,0,63,10,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.2919921875,17.49658203125
4,72.0,531.88427734375,539.90673828125,606.86279296875,Statistical Bias,0,1,0,0,0,16,2,12.0,0,1,Roboto-MediumItalic,1.0817610062893082,0,17.49658203125,2.29150390625
4,72.0,531.88427734375,539.90673828125,606.86279296875,Statistical bias occurs when a model or statistic is not representative of the underlying,0,0,0,0,0,89,14,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.49658203125,2.29150390625
4,72.0,531.88427734375,539.90673828125,606.86279296875,"population. In this model, different input datasets are used to model different typhoon scenarios,",0,0,0,0,0,98,14,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.49658203125,2.29150390625
4,72.0,531.88427734375,539.90673828125,606.86279296875,"social vulnerability / poverty data is not sufficiently disaggregated for evaluation, and the relative",0,0,0,0,0,102,14,11.0,0,1,Roboto-Italic,0.9916142557651991,1,17.49658203125,2.29150390625
4,72.0,531.88427734375,539.90673828125,606.86279296875,importance / weightage of the variables in the model is unclear.,0,0,0,0,0,64,11,11.0,0,1,Roboto-Italic,0.9916142557651991,0,17.49658203125,2.29150390625
4,90.0,609.154296875,539.9302978515625,713.14013671875,●,0,0,0,0,0,1,1,11.0,0,0,ArialMT,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,Recommendation: The model requires clear documentation of the different datasets,0,0,0,1,0,80,10,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,"used, particularly the rationale behind parameters used and their disaggregation, e.g.,",0,0,0,0,0,87,11,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,poverty index. Discrepancies on this front exist between the model card and,0,0,0,0,0,75,12,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,"implementation plan, and the model would benefit from their harmonisation. It would",0,0,0,0,0,83,12,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,"also be useful to include these in an overview of the model development process, i.e., the",0,0,0,0,0,90,16,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,"relative weighting and importance of these variables, and how the model changes when",0,0,0,0,0,84,13,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
4,90.0,609.154296875,539.9302978515625,713.14013671875,they change.,0,0,0,0,0,12,2,11.0,0,0,Roboto-Regular,0.9916142557651991,0,2.29150390625,78.85986328125
5,72.0,87.451904296875,539.51416015625,132.0654296875,Lack of Transparency,0,0,0,0,0,20,3,12.0,0,1,Roboto-MediumItalic,1.0778443113772456,0,87.451904296875,2.291748046875
