pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
technical_manual_3.pdf,2,31.190000534057617,82.7699966430664,170.46200561523438,102.04800415039062,3.2 Installation Steps,0,1,1,0,0,22,3,14.0,Helvetica-Bold,1,0,1.0858725761772854,0,8.961967468261719,9.132011413574219
technical_manual_3.pdf,2,31.190000534057617,111.18001556396484,462.0498962402344,127.66801452636719,Detailed content for 3.2 installation steps with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9307479224376731,0,9.132011413574219,6.8920135498046875
technical_manual_3.pdf,2,31.190000534057617,134.56002807617188,172.78598022460938,152.46102905273438,3.2.1 Step 1: Download,0,1,1,1,0,22,4,13.0,Helvetica-Bold,1,0,1.0083102493074794,0,6.8920135498046875,4.0689697265625
technical_manual_3.pdf,2,31.190000534057617,156.52999877929688,474.07391357421875,173.0179901123047,Detailed content for 3.2.1 step 1: download with relevant information and examples.,0,0,0,1,0,83,12,12.0,Helvetica,0,0,0.9307479224376731,0,4.0689697265625,6.8920135498046875
technical_manual_3.pdf,2,31.190000534057617,179.91000366210938,172.0579833984375,197.81100463867188,3.2.2 Step 2: Configure,0,1,1,1,0,23,4,13.0,Helvetica-Bold,1,0,1.0083102493074794,0,6.8920135498046875,4.06903076171875
technical_manual_3.pdf,2,31.190000534057617,201.88003540039062,472.0699157714844,218.36802673339844,Detailed content for 3.2.2 step 2: configure with relevant information and examples.,0,0,0,1,0,84,12,12.0,Helvetica,0,0,0.9307479224376731,0,4.06903076171875,6.9019622802734375
technical_manual_3.pdf,2,31.190000534057617,225.26998901367188,137.39999389648438,243.17098999023438,3.2.3 Step 3: Test,0,1,1,1,0,18,4,13.0,Helvetica-Bold,1,0,1.0083102493074794,0,6.9019622802734375,4.06903076171875
technical_manual_3.pdf,2,31.190000534057617,247.24002075195312,442.0578918457031,263.72802734375,Detailed content for 3.2.3 step 3: test with relevant information and examples.,0,0,0,1,0,79,12,12.0,Helvetica,0,0,0.9307479224376731,0,4.06903076171875,6.191986083984375
technical_manual_3.pdf,2,31.190000534057617,269.9200134277344,564.1038818359375,300.5780029296875,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9307479224376731,1,6.191986083984375,10.25201416015625
technical_manual_3.pdf,2,31.190000534057617,269.9200134277344,564.1038818359375,300.5780029296875,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9307479224376731,0,6.191986083984375,10.25201416015625
technical_manual_3.pdf,2,31.190000534057617,310.83001708984375,153.8620147705078,332.86199951171875,4. Configuration,0,1,1,0,0,16,2,16.0,Helvetica-Bold,1,0,1.2409972299168976,0,10.25201416015625,19.197998046875
technical_manual_3.pdf,2,31.190000534057617,352.05999755859375,187.5560302734375,371.3380126953125,4.1 Basic Configuration,0,1,1,0,0,23,3,14.0,Helvetica-Bold,1,0,1.0858725761772854,0,19.197998046875,9.13201904296875
technical_manual_3.pdf,2,31.190000534057617,380.47003173828125,473.3899230957031,396.9580383300781,Detailed content for 4.1 basic configuration with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.9307479224376731,0,9.13201904296875,8.96197509765625
technical_manual_3.pdf,2,31.190000534057617,405.9200134277344,180.5700225830078,425.1980285644531,4.2 Advanced Settings,0,1,1,0,0,21,3,14.0,Helvetica-Bold,1,0,1.0858725761772854,0,8.96197509765625,9.131988525390625
technical_manual_3.pdf,2,31.190000534057617,434.33001708984375,470.06591796875,450.8180236816406,Detailed content for 4.2 advanced settings with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.9307479224376731,0,9.131988525390625,6.891998291015625
technical_manual_3.pdf,2,31.190000534057617,457.71002197265625,190.12796020507812,475.61102294921875,4.2.1 Performance Tuning,0,1,1,0,0,24,3,13.0,Helvetica-Bold,1,0,1.0083102493074794,0,6.891998291015625,4.069000244140625
technical_manual_3.pdf,2,31.190000534057617,479.6800231933594,486.73388671875,496.16802978515625,Detailed content for 4.2.1 performance tuning with relevant information and examples.,0,0,0,0,0,85,11,12.0,Helvetica,0,0,0.9307479224376731,0,4.069000244140625,6.891937255859375
technical_manual_3.pdf,2,31.190000534057617,503.0599670410156,169.91297912597656,520.9609985351562,4.2.2 Security Settings,0,1,1,0,0,23,3,13.0,Helvetica-Bold,1,0,1.0083102493074794,0,6.891937255859375,4.06903076171875
technical_manual_3.pdf,2,31.190000534057617,525.030029296875,469.3819274902344,541.51806640625,Detailed content for 4.2.2 security settings with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.9307479224376731,0,4.06903076171875,6.19189453125
technical_manual_3.pdf,2,31.190000534057617,547.7099609375,564.1038818359375,578.3680419921875,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9307479224376731,1,6.19189453125,10.261962890625
technical_manual_3.pdf,2,31.190000534057617,547.7099609375,564.1038818359375,578.3680419921875,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9307479224376731,0,6.19189453125,10.261962890625
technical_manual_3.pdf,2,31.190000534057617,588.6300048828125,96.99801635742188,610.6619873046875,5. Usage,0,1,1,0,0,8,2,16.0,Helvetica-Bold,1,0,1.2409972299168976,0,10.261962890625,19.18804931640625
technical_manual_3.pdf,2,31.190000534057617,629.8500366210938,155.6640167236328,649.1279907226562,5.1 Getting Started,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0858725761772854,0,19.18804931640625,9.13201904296875
technical_manual_3.pdf,2,31.190000534057617,658.260009765625,449.3899230957031,674.748046875,Detailed content for 5.1 getting started with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.9307479224376731,0,9.13201904296875,8.96197509765625
technical_manual_3.pdf,2,31.190000534057617,683.7100219726562,193.0019989013672,702.9879760742188,5.2 Common Operations,0,1,1,0,0,21,3,14.0,Helvetica-Bold,1,0,1.0858725761772854,0,8.96197509765625,9.13201904296875
technical_manual_3.pdf,2,31.190000534057617,712.1199951171875,478.7179260253906,728.6080322265625,Detailed content for 5.2 common operations with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.9307479224376731,0,9.13201904296875,113.281982421875
technical_manual_3.pdf,3,31.190000534057617,26.84000015258789,170.64097595214844,44.74100112915039,5.2.1 Basic Operations,0,1,1,0,0,22,3,13.0,Helvetica-Bold,1,0,0.9963503649635037,0,26.84000015258789,4.069019317626953
technical_manual_3.pdf,3,31.190000534057617,48.810020446777344,470.7259216308594,65.29801940917969,Detailed content for 5.2.1 basic operations with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9197080291970803,0,4.069019317626953,6.9019622802734375
technical_manual_3.pdf,3,31.190000534057617,72.19998168945312,183.6409912109375,90.10098266601562,5.2.2 Advanced Features,0,1,1,0,0,23,3,13.0,Helvetica-Bold,1,0,0.9963503649635037,0,6.9019622802734375,4.069023132324219
technical_manual_3.pdf,3,31.190000534057617,94.17000579833984,482.0779113769531,110.65800476074219,Detailed content for 5.2.2 advanced features with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.9197080291970803,0,4.069023132324219,6.191993713378906
technical_manual_3.pdf,3,31.190000534057617,116.8499984741211,564.1038818359375,147.50804138183594,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9197080291970803,1,6.191993713378906,10.251968383789062
technical_manual_3.pdf,3,31.190000534057617,116.8499984741211,564.1038818359375,147.50804138183594,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9197080291970803,0,6.191993713378906,10.251968383789062
technical_manual_3.pdf,3,31.190000534057617,157.760009765625,175.20602416992188,179.79200744628906,6. Troubleshooting,0,1,1,0,0,18,2,16.0,Helvetica-Bold,1,0,1.2262773722627738,0,10.251968383789062,19.198028564453125
technical_manual_3.pdf,3,31.190000534057617,198.9900360107422,162.67799377441406,218.26803588867188,6.1 Common Issues,0,1,1,0,0,17,3,14.0,Helvetica-Bold,1,0,1.072992700729927,0,19.198028564453125,9.1319580078125
technical_manual_3.pdf,3,31.190000534057617,227.39999389648438,456.6979064941406,243.8879852294922,Detailed content for 6.1 common issues with relevant information and examples.,0,0,0,0,0,78,11,12.0,Helvetica,0,0,0.9197080291970803,0,9.1319580078125,8.9620361328125
technical_manual_3.pdf,3,31.190000534057617,252.8500213623047,135.44801330566406,272.1280212402344,6.2 Error Codes,0,1,1,0,0,15,3,14.0,Helvetica-Bold,1,0,1.072992700729927,0,8.9620361328125,9.12200927734375
technical_manual_3.pdf,3,31.190000534057617,281.2500305175781,434.0299377441406,297.738037109375,Detailed content for 6.2 error codes with relevant information and examples.,0,0,0,0,0,76,11,12.0,Helvetica,0,0,0.9197080291970803,0,9.12200927734375,6.191986083984375
technical_manual_3.pdf,3,31.190000534057617,303.9300231933594,564.1038818359375,334.5980224609375,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9197080291970803,1,6.191986083984375,10.251983642578125
technical_manual_3.pdf,3,31.190000534057617,303.9300231933594,564.1038818359375,334.5980224609375,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9197080291970803,0,6.191986083984375,10.251983642578125
technical_manual_3.pdf,3,31.190000534057617,344.8500061035156,145.89401245117188,366.8819885253906,7. Maintenance,0,1,1,0,0,14,2,16.0,Helvetica-Bold,1,0,1.2262773722627738,0,10.251983642578125,19.188018798828125
technical_manual_3.pdf,3,31.190000534057617,386.07000732421875,195.35400390625,405.3480224609375,7.1 Regular Maintenance,0,1,1,0,0,23,3,14.0,Helvetica-Bold,1,0,1.072992700729927,0,19.188018798828125,9.131988525390625
technical_manual_3.pdf,3,31.190000534057617,414.4800109863281,482.72589111328125,430.968017578125,Detailed content for 7.1 regular maintenance with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.9197080291970803,0,9.131988525390625,8.96197509765625
technical_manual_3.pdf,3,31.190000534057617,439.92999267578125,186.03001403808594,459.2080078125,7.2 Backup Procedures,0,1,1,0,0,21,3,14.0,Helvetica-Bold,1,0,1.072992700729927,0,8.96197509765625,9.13201904296875
technical_manual_3.pdf,3,31.190000534057617,468.34002685546875,475.3939208984375,484.8280334472656,Detailed content for 7.2 backup procedures with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.9197080291970803,0,9.13201904296875,6.191986083984375
technical_manual_3.pdf,3,31.190000534057617,491.02001953125,564.1038818359375,521.6780395507812,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9197080291970803,1,6.191986083984375,10.26202392578125
technical_manual_3.pdf,3,31.190000534057617,491.02001953125,564.1038818359375,521.6780395507812,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9197080291970803,0,6.191986083984375,10.26202392578125
technical_manual_3.pdf,3,31.190000534057617,531.9400634765625,72.98200988769531,553.9720458984375,Index,0,1,0,0,0,5,1,16.0,Helvetica-Bold,1,0,1.2262773722627738,0,10.26202392578125,287.91796875
