pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
legal_document_4.pdf,2,31.190000534057617,126.06002807617188,205.3119659423828,143.96102905273438,3.2.2 Secondary Obligations,0,1,1,0,0,27,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9020233154296875,4.0689697265625
legal_document_4.pdf,2,31.190000534057617,148.02999877929688,499.4059143066406,164.5179901123047,Detailed content for 3.2.2 secondary obligations with relevant information and examples.,0,0,0,0,0,88,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.0689697265625,6.1820526123046875
legal_document_4.pdf,2,31.190000534057617,170.70004272460938,564.1038818359375,201.36802673339844,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9333333333333333,1,6.1820526123046875,10.251968383789062
legal_document_4.pdf,2,31.190000534057617,170.70004272460938,564.1038818359375,201.36802673339844,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9333333333333333,0,6.1820526123046875,10.251968383789062
legal_document_4.pdf,2,31.190000534057617,211.6199951171875,217.89401245117188,233.65199279785156,4. Terms and Conditions,0,0,1,0,0,23,4,16.0,Helvetica-Bold,1,0,1.2444444444444445,0,10.251968383789062,19.198028564453125
legal_document_4.pdf,2,31.190000534057617,252.8500213623047,112.09601593017578,272.1280212402344,4.1 Duration,0,1,1,0,0,12,2,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,19.198028564453125,9.12200927734375
legal_document_4.pdf,2,31.190000534057617,281.2500305175781,416.7019348144531,297.738037109375,Detailed content for 4.1 duration with relevant information and examples.,0,0,0,0,0,73,10,12.0,Helvetica,0,0,0.9333333333333333,0,9.12200927734375,8.961944580078125
legal_document_4.pdf,2,31.190000534057617,306.6999816894531,134.6640167236328,325.9779968261719,4.2 Termination,0,1,1,0,0,15,2,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,8.961944580078125,9.13201904296875
legal_document_4.pdf,2,31.190000534057617,335.1100158691406,432.69793701171875,351.5980224609375,Detailed content for 4.2 termination with relevant information and examples.,0,0,0,0,0,76,10,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,6.9019775390625
legal_document_4.pdf,2,31.190000534057617,358.5,191.583984375,376.4010009765625,4.2.1 Termination Clauses,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9019775390625,4.06903076171875
legal_document_4.pdf,2,31.190000534057617,380.47003173828125,486.721923828125,396.9580383300781,Detailed content for 4.2.1 termination clauses with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.06903076171875,6.8919677734375
legal_document_4.pdf,2,31.190000534057617,403.8500061035156,193.74197387695312,421.7510070800781,4.2.2 Notice Requirements,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.8919677734375,4.069000244140625
legal_document_4.pdf,2,31.190000534057617,425.82000732421875,488.7259216308594,442.3080139160156,Detailed content for 4.2.2 notice requirements with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.069000244140625,6.1920166015625
legal_document_4.pdf,2,31.190000534057617,448.5000305175781,564.1038818359375,479.15802001953125,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9333333333333333,1,6.1920166015625,10.261993408203125
legal_document_4.pdf,2,31.190000534057617,448.5000305175781,564.1038818359375,479.15802001953125,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9333333333333333,0,6.1920166015625,10.261993408203125
legal_document_4.pdf,2,31.190000534057617,489.4200134277344,194.77401733398438,511.4519958496094,5. Dispute Resolution,0,1,1,0,0,21,3,16.0,Helvetica-Bold,1,0,1.2444444444444445,0,10.261993408203125,19.188018798828125
legal_document_4.pdf,2,31.190000534057617,530.6400146484375,119.88002014160156,549.91796875,5.1 Mediation,0,1,1,0,0,13,2,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,19.188018798828125,9.13201904296875
legal_document_4.pdf,2,31.190000534057617,559.0499877929688,425.3659362792969,575.5380249023438,Detailed content for 5.1 mediation with relevant information and examples.,0,0,0,0,0,74,10,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,8.96197509765625
legal_document_4.pdf,2,31.190000534057617,584.5,126.09601593017578,603.7779541015625,5.2 Arbitration,0,1,1,0,0,15,2,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,8.96197509765625,9.13201904296875
legal_document_4.pdf,2,31.190000534057617,612.9099731445312,426.69793701171875,629.3980102539062,Detailed content for 5.2 arbitration with relevant information and examples.,0,0,0,0,0,76,10,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,6.89202880859375
legal_document_4.pdf,2,31.190000534057617,636.2900390625,184.35598754882812,654.1910400390625,5.2.1 Arbitration Process,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.89202880859375,4.0689697265625
legal_document_4.pdf,2,31.190000534057617,658.260009765625,482.05389404296875,674.748046875,Detailed content for 5.2.1 arbitration process with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.0689697265625,6.9019775390625
legal_document_4.pdf,2,31.190000534057617,681.6500244140625,157.62799072265625,699.551025390625,5.2.2 Governing Law,0,1,1,0,0,19,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9019775390625,4.0689697265625
legal_document_4.pdf,2,31.190000534057617,703.6199951171875,457.38189697265625,720.1080322265625,Detailed content for 5.2.2 governing law with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.0689697265625,121.781982421875
legal_document_4.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9090909090909092,1,26.140037536621094,10.252017974853516
legal_document_4.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9090909090909092,0,26.140037536621094,10.252017974853516
legal_document_4.pdf,3,31.190000534057617,67.05004119873047,158.35801696777344,89.08204650878906,6. Miscellaneous,0,1,1,0,0,16,2,16.0,Helvetica-Bold,1,0,1.2121212121212122,0,10.252017974853516,19.197959899902344
legal_document_4.pdf,3,31.190000534057617,108.2800064086914,133.1380157470703,127.55801391601562,6.1 Severability,0,1,1,0,0,16,2,14.0,Helvetica-Bold,1,0,1.0606060606060606,0,19.197959899902344,9.13201904296875
legal_document_4.pdf,3,31.190000534057617,136.69003295898438,433.3579406738281,153.1780242919922,Detailed content for 6.1 severability with relevant information and examples.,0,0,0,0,0,77,10,12.0,Helvetica,0,0,0.9090909090909092,0,9.13201904296875,8.96197509765625
legal_document_4.pdf,3,31.190000534057617,162.13999938964844,171.2320098876953,181.41799926757812,6.2 Entire Agreement,0,1,1,0,0,20,3,14.0,Helvetica-Bold,1,0,1.0606060606060606,0,8.96197509765625,9.13201904296875
legal_document_4.pdf,3,31.190000534057617,190.55001831054688,464.05389404296875,207.0380096435547,Detailed content for 6.2 entire agreement with relevant information and examples.,0,0,0,0,0,81,11,12.0,Helvetica,0,0,0.9090909090909092,0,9.13201904296875,6.1819915771484375
legal_document_4.pdf,3,31.190000534057617,213.22000122070312,564.1038818359375,243.8879852294922,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9090909090909092,1,6.1819915771484375,10.252029418945312
legal_document_4.pdf,3,31.190000534057617,213.22000122070312,564.1038818359375,243.8879852294922,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9090909090909092,0,6.1819915771484375,10.252029418945312
legal_document_4.pdf,3,31.190000534057617,254.1400146484375,131.67001342773438,276.1719970703125,7. Signatures,0,1,1,0,0,13,2,16.0,Helvetica-Bold,1,0,1.2121212121212122,0,10.252029418945312,565.718017578125
