pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
business_report_19.pdf,1,31.190000534057617,531.4100341796875,147.5139923095703,549.31103515625,2.2.1 Gross Margin,0,1,1,0,0,18,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.8919677734375,4.0689697265625
business_report_19.pdf,1,31.190000534057617,553.3800048828125,452.7019348144531,569.8680419921875,Detailed content for 2.2.1 gross margin with relevant information and examples.,0,0,0,0,0,79,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.0689697265625,6.9019775390625
business_report_19.pdf,1,31.190000534057617,576.77001953125,171.34300231933594,594.6710205078125,2.2.2 Operating Margin,0,1,1,0,0,22,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.9019775390625,4.0689697265625
business_report_19.pdf,1,31.190000534057617,598.739990234375,473.3899230957031,615.22802734375,Detailed content for 2.2.2 operating margin with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.0689697265625,8.9520263671875
business_report_19.pdf,1,31.190000534057617,624.1800537109375,124.55601501464844,643.4580078125,2.3 Cash Flow,0,1,1,0,0,13,3,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,8.9520263671875,9.1319580078125
business_report_19.pdf,1,31.190000534057617,652.5899658203125,423.3619384765625,669.0780029296875,Detailed content for 2.3 cash flow with relevant information and examples.,0,0,0,0,0,74,11,12.0,Helvetica,0,0,0.8846153846153846,0,9.1319580078125,10.26202392578125
business_report_19.pdf,1,31.190000534057617,679.3400268554688,195.70199584960938,701.3720092773438,3. Strategic Initiatives,0,1,1,0,0,24,3,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,10.26202392578125,140.51800537109375
business_report_19.pdf,2,31.190000534057617,28.910015106201172,203.89401245117188,48.18801498413086,3.1 Digital Transformation,0,1,1,0,0,26,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,28.910015106201172,9.132015228271484
business_report_19.pdf,2,31.190000534057617,57.320030212402344,484.7178955078125,73.80802917480469,Detailed content for 3.1 digital transformation with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.132015228271484,8.961967468261719
business_report_19.pdf,2,31.190000534057617,82.7699966430664,174.35401916503906,102.04800415039062,3.2 Market Expansion,0,1,1,0,0,20,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,8.961967468261719,9.132011413574219
business_report_19.pdf,2,31.190000534057617,111.18001556396484,468.0499267578125,127.66801452636719,Detailed content for 3.2 market expansion with relevant information and examples.,0,0,0,0,0,81,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.132011413574219,6.8920135498046875
business_report_19.pdf,2,31.190000534057617,134.56002807617188,205.3119659423828,152.46102905273438,3.2.1 Geographic Expansion,0,1,1,0,0,26,3,13.0,Helvetica-Bold,1,0,1.005524861878453,0,6.8920135498046875,4.0689697265625
business_report_19.pdf,2,31.190000534057617,156.52999877929688,500.7499084472656,173.0179901123047,Detailed content for 3.2.1 geographic expansion with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9281767955801105,0,4.0689697265625,6.8920135498046875
business_report_19.pdf,2,31.190000534057617,179.91000366210938,206.0269775390625,197.81100463867188,3.2.2 Product Diversification,0,1,1,0,0,29,3,13.0,Helvetica-Bold,1,0,1.005524861878453,0,6.8920135498046875,4.06903076171875
business_report_19.pdf,2,31.190000534057617,201.88003540039062,499.3939208984375,218.36802673339844,Detailed content for 3.2.2 product diversification with relevant information and examples.,0,0,0,0,0,90,11,12.0,Helvetica,0,0,0.9281767955801105,0,4.06903076171875,8.96197509765625
business_report_19.pdf,2,31.190000534057617,227.3300018310547,125.32601928710938,246.60800170898438,3.3 Innovation,0,1,1,0,0,14,2,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,8.96197509765625,9.13201904296875
business_report_19.pdf,2,31.190000534057617,255.74002075195312,428.04193115234375,272.22802734375,Detailed content for 3.3 innovation with relevant information and examples.,0,0,0,0,0,75,10,12.0,Helvetica,0,0,0.9281767955801105,0,9.13201904296875,6.191986083984375
business_report_19.pdf,2,31.190000534057617,278.4200134277344,564.1038818359375,309.0780029296875,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9281767955801105,1,6.191986083984375,10.26202392578125
business_report_19.pdf,2,31.190000534057617,278.4200134277344,564.1038818359375,309.0780029296875,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9281767955801105,0,6.191986083984375,10.26202392578125
business_report_19.pdf,2,31.190000534057617,319.34002685546875,181.47802734375,341.37200927734375,4. Risk Assessment,0,1,1,0,0,18,3,16.0,Helvetica-Bold,1,0,1.2375690607734806,0,10.26202392578125,19.18798828125
business_report_19.pdf,2,31.190000534057617,360.55999755859375,140.90802001953125,379.8380126953125,4.1 Market Risks,0,1,1,0,0,16,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,19.18798828125,9.13201904296875
business_report_19.pdf,2,31.190000534057617,388.97003173828125,438.0139465332031,405.4580383300781,Detailed content for 4.1 market risks with relevant information and examples.,0,0,0,0,0,77,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.13201904296875,8.96197509765625
business_report_19.pdf,2,31.190000534057617,414.4200134277344,173.58399963378906,433.6980285644531,4.2 Operational Risks,0,1,1,0,0,21,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,8.96197509765625,9.131988525390625
business_report_19.pdf,2,31.190000534057617,442.83001708984375,460.7059020996094,459.3180236816406,Detailed content for 4.2 operational risks with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.131988525390625,6.891998291015625
business_report_19.pdf,2,31.190000534057617,466.21002197265625,185.08396911621094,484.11102294921875,4.2.1 Supply Chain Risks,0,1,1,0,0,24,4,13.0,Helvetica-Bold,1,0,1.005524861878453,0,6.891998291015625,4.069000244140625
business_report_19.pdf,2,31.190000534057617,488.1800231933594,478.0458984375,504.66802978515625,Detailed content for 4.2.1 supply chain risks with relevant information and examples.,0,0,0,0,0,85,12,12.0,Helvetica,0,0,0.9281767955801105,0,4.069000244140625,6.901947021484375
business_report_19.pdf,2,31.190000534057617,511.5699768066406,174.96998596191406,529.4710083007812,4.2.2 Technology Risks,0,1,1,0,0,22,3,13.0,Helvetica-Bold,1,0,1.005524861878453,0,6.901947021484375,4.0689697265625
business_report_19.pdf,2,31.190000534057617,533.5399780273438,469.3819274902344,550.0280151367188,Detailed content for 4.2.2 technology risks with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9281767955801105,0,4.0689697265625,6.19195556640625
business_report_19.pdf,2,31.190000534057617,556.219970703125,564.1038818359375,586.8780517578125,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9281767955801105,1,6.19195556640625,10.251953125
business_report_19.pdf,2,31.190000534057617,556.219970703125,564.1038818359375,586.8780517578125,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9281767955801105,0,6.19195556640625,10.251953125
business_report_19.pdf,2,31.190000534057617,597.1300048828125,233.91000366210938,619.1619873046875,5. Outlook and Projections,0,0,1,0,0,26,4,16.0,Helvetica-Bold,1,0,1.2375690607734806,0,10.251953125,19.19805908203125
business_report_19.pdf,2,31.190000534057617,638.3600463867188,183.67799377441406,657.6380004882812,5.1 Growth Projections,0,1,1,0,0,22,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,19.19805908203125,9.13201904296875
business_report_19.pdf,2,31.190000534057617,666.77001953125,470.71392822265625,683.258056640625,Detailed content for 5.1 growth projections with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.13201904296875,8.96197509765625
business_report_19.pdf,2,31.190000534057617,692.2200317382812,169.6920166015625,711.4979858398438,5.2 Investment Plans,0,1,1,0,0,20,3,14.0,Helvetica-Bold,1,0,1.0828729281767955,0,8.96197509765625,9.12200927734375
business_report_19.pdf,2,31.190000534057617,720.6199951171875,463.38189697265625,737.1080322265625,Detailed content for 5.2 investment plans with relevant information and examples.,0,0,0,0,0,81,11,12.0,Helvetica,0,0,0.9281767955801105,0,9.12200927734375,104.781982421875
business_report_19.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.8999999999999999,1,26.140037536621094,10.252017974853516
business_report_19.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.8999999999999999,0,26.140037536621094,10.252017974853516
business_report_19.pdf,3,31.190000534057617,67.05004119873047,121.87801361083984,89.08204650878906,Appendices,0,1,0,0,0,10,1,16.0,Helvetica-Bold,1,0,1.2,0,10.252017974853516,752.8079681396484
