pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
academic_paper_6.pdf,1,31.190000534057617,388.9100036621094,152.5700225830078,408.1880187988281,2.1 Previous Work,0,1,1,0,0,17,3,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,19.197998046875,9.131988525390625
academic_paper_6.pdf,1,31.190000534057617,417.32000732421875,447.3619384765625,433.8080139160156,Detailed content for 2.1 previous work with relevant information and examples.,0,0,0,0,0,78,11,12.0,Helvetica,0,0,0.8789808917197452,0,9.131988525390625,8.96197509765625
academic_paper_6.pdf,1,31.190000534057617,442.7699890136719,209.32601928710938,462.0480041503906,2.2 Current State of the Art,0,0,1,0,0,28,6,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,8.96197509765625,9.13201904296875
academic_paper_6.pdf,1,31.190000534057617,471.1800231933594,490.7419128417969,487.66802978515625,Detailed content for 2.2 current state of the art with relevant information and examples.,0,0,0,0,0,89,14,12.0,Helvetica,0,0,0.8789808917197452,0,9.13201904296875,6.8919677734375
academic_paper_6.pdf,1,31.190000534057617,494.55999755859375,199.52696228027344,512.4609985351562,2.2.1 Recent Developments,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,0.9522292993630573,0,6.8919677734375,4.06903076171875
academic_paper_6.pdf,1,31.190000534057617,516.530029296875,494.7378845214844,533.01806640625,Detailed content for 2.2.1 recent developments with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.8789808917197452,0,4.06903076171875,6.8919677734375
academic_paper_6.pdf,1,31.190000534057617,539.9100341796875,133.05801391601562,557.81103515625,2.2.2 Limitations,0,1,1,0,0,17,2,13.0,Helvetica-Bold,1,0,0.9522292993630573,0,6.8919677734375,4.0689697265625
academic_paper_6.pdf,1,31.190000534057617,561.8800048828125,436.6939392089844,578.3680419921875,Detailed content for 2.2.2 limitations with relevant information and examples.,0,0,0,0,0,78,10,12.0,Helvetica,0,0,0.8789808917197452,0,4.0689697265625,10.261962890625
academic_paper_6.pdf,1,31.190000534057617,588.6300048828125,148.5340118408203,610.6619873046875,3. Methodology,0,1,1,0,0,14,2,16.0,Helvetica-Bold,1,0,1.1719745222929936,0,10.261962890625,19.18804931640625
academic_paper_6.pdf,1,31.190000534057617,629.8500366210938,168.1380157470703,649.1279907226562,3.1 Research Design,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,19.18804931640625,9.13201904296875
academic_paper_6.pdf,1,31.190000534057617,658.260009765625,458.7138977050781,674.748046875,Detailed content for 3.1 research design with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.8789808917197452,0,9.13201904296875,8.96197509765625
academic_paper_6.pdf,1,31.190000534057617,683.7100219726562,156.44802856445312,702.9879760742188,3.2 Data Collection,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0254777070063694,0,8.96197509765625,9.13201904296875
academic_paper_6.pdf,1,31.190000534057617,712.1199951171875,450.0499267578125,728.6080322265625,Detailed content for 3.2 data collection with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.8789808917197452,0,9.13201904296875,113.281982421875
academic_paper_6.pdf,2,31.190000534057617,26.84000015258789,177.85598754882812,44.74100112915039,3.2.1 Sampling Strategy,0,1,1,0,0,23,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,26.84000015258789,4.069019317626953
academic_paper_6.pdf,2,31.190000534057617,48.810020446777344,477.38592529296875,65.29801940917969,Detailed content for 3.2.1 sampling strategy with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.069019317626953,6.9019622802734375
academic_paper_6.pdf,2,31.190000534057617,72.19998168945312,138.11500549316406,90.10098266601562,3.2.2 Instruments,0,1,1,0,0,17,2,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9019622802734375,4.069023132324219
academic_paper_6.pdf,2,31.190000534057617,94.17000579833984,445.36993408203125,110.65800476074219,Detailed content for 3.2.2 instruments with relevant information and examples.,0,0,0,0,0,78,10,12.0,Helvetica,0,0,0.9333333333333333,0,4.069023132324219,8.962028503417969
academic_paper_6.pdf,2,31.190000534057617,119.62003326416016,190.7060089111328,138.89804077148438,3.3 Analysis Framework,0,1,1,0,0,22,3,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,8.962028503417969,9.1319580078125
academic_paper_6.pdf,2,31.190000534057617,148.02999877929688,476.0299072265625,164.5179901123047,Detailed content for 3.3 analysis framework with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9333333333333333,0,9.1319580078125,6.1820526123046875
academic_paper_6.pdf,2,31.190000534057617,170.70004272460938,564.1038818359375,201.36802673339844,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9333333333333333,1,6.1820526123046875,10.251968383789062
academic_paper_6.pdf,2,31.190000534057617,170.70004272460938,564.1038818359375,201.36802673339844,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9333333333333333,0,6.1820526123046875,10.251968383789062
academic_paper_6.pdf,2,31.190000534057617,211.6199951171875,106.77401733398438,233.65199279785156,4. Results,0,1,1,0,0,10,2,16.0,Helvetica-Bold,1,0,1.2444444444444445,0,10.251968383789062,19.198028564453125
academic_paper_6.pdf,2,31.190000534057617,252.8500213623047,196.15200805664062,272.1280212402344,4.1 Descriptive Statistics,0,1,1,0,0,26,3,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,19.198028564453125,9.12200927734375
academic_paper_6.pdf,2,31.190000534057617,281.2500305175781,480.03790283203125,297.738037109375,Detailed content for 4.1 descriptive statistics with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9333333333333333,0,9.12200927734375,8.961944580078125
academic_paper_6.pdf,2,31.190000534057617,306.6999816894531,183.6780242919922,325.9779968261719,4.2 Hypothesis Testing,0,1,1,0,0,22,3,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,8.961944580078125,9.13201904296875
academic_paper_6.pdf,2,31.190000534057617,335.1100158691406,469.3939208984375,351.5980224609375,Detailed content for 4.2 hypothesis testing with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,6.9019775390625
academic_paper_6.pdf,2,31.190000534057617,358.5,182.2109832763672,376.4010009765625,4.2.1 Statistical Analysis,0,1,1,0,0,26,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9019775390625,4.06903076171875
academic_paper_6.pdf,2,31.190000534057617,380.47003173828125,479.3778991699219,396.9580383300781,Detailed content for 4.2.1 statistical analysis with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.06903076171875,6.8919677734375
academic_paper_6.pdf,2,31.190000534057617,403.8500061035156,136.68499755859375,421.7510070800781,4.2.2 Effect Sizes,0,1,1,0,0,18,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.8919677734375,4.069000244140625
academic_paper_6.pdf,2,31.190000534057617,425.82000732421875,443.3779296875,442.3080139160156,Detailed content for 4.2.2 effect sizes with relevant information and examples.,0,0,0,0,0,79,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.069000244140625,6.1920166015625
academic_paper_6.pdf,2,31.190000534057617,448.5000305175781,564.1038818359375,479.15802001953125,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9333333333333333,1,6.1920166015625,10.261993408203125
academic_paper_6.pdf,2,31.190000534057617,448.5000305175781,564.1038818359375,479.15802001953125,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9333333333333333,0,6.1920166015625,10.261993408203125
academic_paper_6.pdf,2,31.190000534057617,489.4200134277344,134.34202575683594,511.4519958496094,5. Discussion,0,1,1,0,0,13,2,16.0,Helvetica-Bold,1,0,1.2444444444444445,0,10.261993408203125,19.188018798828125
academic_paper_6.pdf,2,31.190000534057617,530.6400146484375,216.3400115966797,549.91796875,5.1 Interpretation of Results,0,0,1,0,0,29,4,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,19.188018798828125,9.13201904296875
academic_paper_6.pdf,2,31.190000534057617,559.0499877929688,495.39788818359375,575.5380249023438,Detailed content for 5.1 interpretation of results with relevant information and examples.,0,0,0,0,0,90,12,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,8.96197509765625
academic_paper_6.pdf,2,31.190000534057617,584.5,136.2320098876953,603.7779541015625,5.2 Implications,0,1,1,0,0,16,2,14.0,Helvetica-Bold,1,0,1.0888888888888888,0,8.96197509765625,9.13201904296875
academic_paper_6.pdf,2,31.190000534057617,612.9099731445312,436.0219421386719,629.3980102539062,Detailed content for 5.2 implications with relevant information and examples.,0,0,0,0,0,77,10,12.0,Helvetica,0,0,0.9333333333333333,0,9.13201904296875,6.89202880859375
academic_paper_6.pdf,2,31.190000534057617,636.2900390625,212.5399627685547,654.1910400390625,5.2.1 Theoretical Implications,0,1,1,0,0,30,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.89202880859375,4.0689697265625
academic_paper_6.pdf,2,31.190000534057617,658.260009765625,504.721923828125,674.748046875,Detailed content for 5.2.1 theoretical implications with relevant information and examples.,0,0,0,0,0,91,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.0689697265625,6.9019775390625
academic_paper_6.pdf,2,31.190000534057617,681.6500244140625,197.3819580078125,699.551025390625,5.2.2 Practical Implications,0,1,1,0,0,28,3,13.0,Helvetica-Bold,1,0,1.011111111111111,0,6.9019775390625,4.0689697265625
academic_paper_6.pdf,2,31.190000534057617,703.6199951171875,494.04193115234375,720.1080322265625,Detailed content for 5.2.2 practical implications with relevant information and examples.,0,0,0,0,0,89,11,12.0,Helvetica,0,0,0.9333333333333333,0,4.0689697265625,121.781982421875
academic_paper_6.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9090909090909092,1,26.140037536621094,10.252017974853516
academic_paper_6.pdf,3,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9090909090909092,0,26.140037536621094,10.252017974853516
academic_paper_6.pdf,3,31.190000534057617,67.05004119873047,136.1020050048828,89.08204650878906,6. Conclusion,0,1,1,0,0,13,2,16.0,Helvetica-Bold,1,0,1.2121212121212122,0,10.252017974853516,19.197959899902344
academic_paper_6.pdf,3,31.190000534057617,108.2800064086914,118.34001159667969,127.55801391601562,6.1 Summary,0,1,1,0,0,11,2,14.0,Helvetica-Bold,1,0,1.0606060606060606,0,19.197959899902344,9.13201904296875
academic_paper_6.pdf,3,31.190000534057617,136.69003295898438,422.6779479980469,153.1780242919922,Detailed content for 6.1 summary with relevant information and examples.,0,0,0,0,0,72,10,12.0,Helvetica,0,0,0.9090909090909092,0,9.13201904296875,8.96197509765625
academic_paper_6.pdf,3,31.190000534057617,162.13999938964844,136.98802185058594,181.41799926757812,6.2 Future Work,0,1,1,0,0,15,3,14.0,Helvetica-Bold,1,0,1.0606060606060606,0,8.96197509765625,9.13201904296875
academic_paper_6.pdf,3,31.190000534057617,190.55001831054688,432.69793701171875,207.0380096435547,Detailed content for 6.2 future work with relevant information and examples.,0,0,0,0,0,76,11,12.0,Helvetica,0,0,0.9090909090909092,0,9.13201904296875,6.1819915771484375
academic_paper_6.pdf,3,31.190000534057617,213.22000122070312,564.1038818359375,243.8879852294922,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9090909090909092,1,6.1819915771484375,10.252029418945312
academic_paper_6.pdf,3,31.190000534057617,213.22000122070312,564.1038818359375,243.8879852294922,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9090909090909092,0,6.1819915771484375,10.252029418945312
academic_paper_6.pdf,3,31.190000534057617,254.1400146484375,117.44601440429688,276.1719970703125,References,0,1,0,0,0,10,1,16.0,Helvetica-Bold,1,0,1.2121212121212122,0,10.252029418945312,565.718017578125
