pdf,page,x0,y0,x1,y1,text,is_all_caps,is_title_case,is_numbered,has_colon,has_bullet,length,word_count,avg_font_size,most_common_font,is_bold,is_italic,rel_font_size,is_centered,space_before,space_after
research_proposal_11.pdf,1,31.190000534057617,386.8399963378906,179.3119659423828,404.7409973144531,2.3.1 Primary Questions,0,1,1,0,0,23,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.8919677734375,4.06903076171875
research_proposal_11.pdf,1,31.190000534057617,408.8100280761719,478.0459289550781,425.29803466796875,Detailed content for 2.3.1 primary questions with relevant information and examples.,0,0,0,0,0,84,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.06903076171875,6.9019775390625
research_proposal_11.pdf,1,31.190000534057617,432.20001220703125,197.3689727783203,450.10101318359375,2.3.2 Secondary Questions,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.9019775390625,4.069000244140625
research_proposal_11.pdf,1,31.190000534057617,454.1700134277344,493.4059143066406,470.65802001953125,Detailed content for 2.3.2 secondary questions with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.069000244140625,10.25201416015625
research_proposal_11.pdf,1,31.190000534057617,480.9100341796875,182.35800170898438,502.9420166015625,3. Literature Review,0,1,1,0,0,20,3,16.0,Helvetica-Bold,1,0,1.1794871794871795,0,10.25201416015625,19.197998046875
research_proposal_11.pdf,1,31.190000534057617,522.1400146484375,207.8140106201172,541.41796875,3.1 Theoretical Framework,0,1,1,0,0,25,3,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,19.197998046875,9.13201904296875
research_proposal_11.pdf,1,31.190000534057617,550.5499877929688,488.0419006347656,567.0380249023438,Detailed content for 3.1 theoretical framework with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.8846153846153846,0,9.13201904296875,8.96197509765625
research_proposal_11.pdf,1,31.190000534057617,576.0,182.93600463867188,595.2779541015625,3.2 Empirical Evidence,0,1,1,0,0,22,3,14.0,Helvetica-Bold,1,0,1.0320512820512822,0,8.96197509765625,9.1220703125
research_proposal_11.pdf,1,31.190000534057617,604.4000244140625,472.7059326171875,620.8880615234375,Detailed content for 3.2 empirical evidence with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.8846153846153846,0,9.1220703125,6.9019775390625
research_proposal_11.pdf,1,31.190000534057617,627.7900390625,169.19796752929688,645.6910400390625,3.2.1 Previous Studies,0,1,1,0,0,22,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.9019775390625,4.0689697265625
research_proposal_11.pdf,1,31.190000534057617,649.760009765625,470.0539245605469,666.248046875,Detailed content for 3.2.1 previous studies with relevant information and examples.,0,0,0,0,0,83,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.0689697265625,6.89202880859375
research_proposal_11.pdf,1,31.190000534057617,673.1400756835938,158.36898803710938,691.0410766601562,3.2.2 Research Gaps,0,1,1,0,0,19,3,13.0,Helvetica-Bold,1,0,0.9583333333333334,0,6.89202880859375,4.06890869140625
research_proposal_11.pdf,1,31.190000534057617,695.1099853515625,459.3858947753906,711.5980224609375,Detailed content for 3.2.2 research gaps with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.8846153846153846,0,4.06890869140625,130.2919921875
research_proposal_11.pdf,2,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9257142857142857,1,26.140037536621094,10.252017974853516
research_proposal_11.pdf,2,31.190000534057617,26.140037536621094,564.1038818359375,56.79802322387695,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9257142857142857,0,26.140037536621094,10.252017974853516
research_proposal_11.pdf,2,31.190000534057617,67.05004119873047,178.80601501464844,89.08204650878906,4. Research Design,0,1,1,0,0,18,3,16.0,Helvetica-Bold,1,0,1.2342857142857142,0,10.252017974853516,19.197959899902344
research_proposal_11.pdf,2,31.190000534057617,108.2800064086914,141.65000915527344,127.55801391601562,4.1 Methodology,0,1,1,0,0,15,2,14.0,Helvetica-Bold,1,0,1.0799999999999998,0,19.197959899902344,9.13201904296875
research_proposal_11.pdf,2,31.190000534057617,136.69003295898438,442.0458984375,153.1780242919922,Detailed content for 4.1 methodology with relevant information and examples.,0,0,0,0,0,76,10,12.0,Helvetica,0,0,0.9257142857142857,0,9.13201904296875,8.96197509765625
research_proposal_11.pdf,2,31.190000534057617,162.13999938964844,156.44802856445312,181.41799926757812,4.2 Data Collection,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0799999999999998,0,8.96197509765625,9.13201904296875
research_proposal_11.pdf,2,31.190000534057617,190.55001831054688,450.0499267578125,207.0380096435547,Detailed content for 4.2 data collection with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.9257142857142857,0,9.13201904296875,6.8920135498046875
research_proposal_11.pdf,2,31.190000534057617,213.93002319335938,195.8999786376953,231.83102416992188,4.2.1 Quantitative Methods,0,1,1,0,0,26,3,13.0,Helvetica-Bold,1,0,1.002857142857143,0,6.8920135498046875,4.0689697265625
research_proposal_11.pdf,2,31.190000534057617,235.89999389648438,494.0779113769531,252.3879852294922,Detailed content for 4.2.1 quantitative methods with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9257142857142857,0,4.0689697265625,6.8920135498046875
research_proposal_11.pdf,2,31.190000534057617,259.2799987792969,187.24197387695312,277.1809997558594,4.2.2 Qualitative Methods,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.002857142857143,0,6.8920135498046875,4.06903076171875
research_proposal_11.pdf,2,31.190000534057617,281.2500305175781,486.7339172363281,297.738037109375,Detailed content for 4.2.2 qualitative methods with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9257142857142857,0,4.06903076171875,8.961944580078125
research_proposal_11.pdf,2,31.190000534057617,306.6999816894531,145.58401489257812,325.9779968261719,4.3 Analysis Plan,0,1,1,0,0,17,3,14.0,Helvetica-Bold,1,0,1.0799999999999998,0,8.961944580078125,9.13201904296875
research_proposal_11.pdf,2,31.190000534057617,335.1100158691406,442.7059020996094,351.5980224609375,Detailed content for 4.3 analysis plan with relevant information and examples.,0,0,0,0,0,78,11,12.0,Helvetica,0,0,0.9257142857142857,0,9.13201904296875,6.191986083984375
research_proposal_11.pdf,2,31.190000534057617,357.7900085449219,564.1038818359375,388.4480285644531,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9257142857142857,1,6.191986083984375,10.261993408203125
research_proposal_11.pdf,2,31.190000534057617,357.7900085449219,564.1038818359375,388.4480285644531,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9257142857142857,0,6.191986083984375,10.261993408203125
research_proposal_11.pdf,2,31.190000534057617,398.71002197265625,202.80601501464844,420.74200439453125,5. Expected Outcomes,0,1,1,0,0,20,3,16.0,Helvetica-Bold,1,0,1.2342857142857142,0,10.261993408203125,19.18798828125
research_proposal_11.pdf,2,31.190000534057617,439.92999267578125,213.23202514648438,459.2080078125,5.1 Research Contributions,0,1,1,0,0,26,3,14.0,Helvetica-Bold,1,0,1.0799999999999998,0,19.18798828125,9.13201904296875
research_proposal_11.pdf,2,31.190000534057617,468.34002685546875,491.389892578125,484.8280334472656,Detailed content for 5.1 research contributions with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9257142857142857,0,9.13201904296875,8.96197509765625
research_proposal_11.pdf,2,31.190000534057617,493.7900085449219,198.49002075195312,513.0679931640625,5.2 Practical Implications,0,1,1,0,0,26,3,14.0,Helvetica-Bold,1,0,1.0799999999999998,0,8.96197509765625,9.1319580078125
research_proposal_11.pdf,2,31.190000534057617,522.199951171875,484.033935546875,538.68798828125,Detailed content for 5.2 practical implications with relevant information and examples.,0,0,0,0,0,87,11,12.0,Helvetica,0,0,0.9257142857142857,0,9.1319580078125,6.89202880859375
research_proposal_11.pdf,2,31.190000534057617,545.5800170898438,160.5139923095703,563.4810180664062,5.2.1 Industry Impact,0,1,1,0,0,21,3,13.0,Helvetica-Bold,1,0,1.002857142857143,0,6.89202880859375,4.0689697265625
research_proposal_11.pdf,2,31.190000534057617,567.5499877929688,464.0419006347656,584.0380249023438,Detailed content for 5.2.1 industry impact with relevant information and examples.,0,0,0,0,0,82,11,12.0,Helvetica,0,0,0.9257142857142857,0,4.0689697265625,6.90203857421875
research_proposal_11.pdf,2,31.190000534057617,590.9400634765625,181.4829559326172,608.841064453125,5.2.2 Policy Implications,0,1,1,0,0,25,3,13.0,Helvetica-Bold,1,0,1.002857142857143,0,6.90203857421875,4.06890869140625
research_proposal_11.pdf,2,31.190000534057617,612.9099731445312,480.0379333496094,629.3980102539062,Detailed content for 5.2.2 policy implications with relevant information and examples.,0,0,0,0,0,86,11,12.0,Helvetica,0,0,0.9257142857142857,0,4.06890869140625,6.19195556640625
research_proposal_11.pdf,2,31.190000534057617,635.5899658203125,564.1038818359375,666.248046875,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9257142857142857,1,6.19195556640625,10.251953125
research_proposal_11.pdf,2,31.190000534057617,635.5899658203125,564.1038818359375,666.248046875,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9257142857142857,0,6.19195556640625,10.251953125
research_proposal_11.pdf,2,31.190000534057617,676.5,113.89401245117188,698.531982421875,6. Timeline,0,1,1,0,0,11,2,16.0,Helvetica-Bold,1,0,1.2342857142857142,0,10.251953125,143.3580322265625
research_proposal_11.pdf,3,31.190000534057617,28.910015106201172,232.72000122070312,48.18801498413086,6.1 Phase 1: Literature Review,0,1,1,1,0,30,5,14.0,Helvetica-Bold,1,0,1.0666666666666667,0,28.910015106201172,9.132015228271484
research_proposal_11.pdf,3,31.190000534057617,57.320030212402344,507.3979187011719,73.80802917480469,Detailed content for 6.1 phase 1: literature review with relevant information and examples.,0,0,0,1,0,91,13,12.0,Helvetica,0,0,0.9142857142857143,0,9.132015228271484,8.961967468261719
research_proposal_11.pdf,3,31.190000534057617,82.7699966430664,217.92201232910156,102.04800415039062,6.2 Phase 2: Data Collection,0,1,1,1,0,28,5,14.0,Helvetica-Bold,1,0,1.0666666666666667,0,8.961967468261719,9.132011413574219
research_proposal_11.pdf,3,31.190000534057617,111.18001556396484,499.41790771484375,127.66801452636719,Detailed content for 6.2 phase 2: data collection with relevant information and examples.,0,0,0,1,0,89,13,12.0,Helvetica,0,0,0.9142857142857143,0,9.132011413574219,8.96197509765625
research_proposal_11.pdf,3,31.190000534057617,136.62998962402344,173.59800720214844,155.90798950195312,6.3 Phase 3: Analysis,0,1,1,1,0,21,4,14.0,Helvetica-Bold,1,0,1.0666666666666667,0,8.96197509765625,9.12200927734375
research_proposal_11.pdf,3,31.190000534057617,165.02999877929688,466.0578918457031,181.5179901123047,Detailed content for 6.3 phase 3: analysis with relevant information and examples.,0,0,0,1,0,82,12,12.0,Helvetica,0,0,0.9142857142857143,0,9.12200927734375,6.1920013427734375
research_proposal_11.pdf,3,31.190000534057617,187.70999145507812,564.1038818359375,218.36802673339844,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9142857142857143,1,6.1920013427734375,10.261978149414062
research_proposal_11.pdf,3,31.190000534057617,187.70999145507812,564.1038818359375,218.36802673339844,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9142857142857143,0,6.1920013427734375,10.261978149414062
research_proposal_11.pdf,3,31.190000534057617,228.6300048828125,104.08601379394531,250.66200256347656,7. Budget,0,1,1,0,0,9,2,16.0,Helvetica-Bold,1,0,1.2190476190476192,0,10.261978149414062,19.188003540039062
research_proposal_11.pdf,3,31.190000534057617,269.8500061035156,165.01600646972656,289.1280212402344,7.1 Personnel Costs,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0666666666666667,0,19.188003540039062,9.13201904296875
research_proposal_11.pdf,3,31.190000534057617,298.2600402832031,457.38189697265625,314.748046875,Detailed content for 7.1 personnel costs with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.9142857142857143,0,9.13201904296875,8.961944580078125
research_proposal_11.pdf,3,31.190000534057617,323.7099914550781,169.6640167236328,342.9880065917969,7.2 Equipment Costs,0,1,1,0,0,19,3,14.0,Helvetica-Bold,1,0,1.0666666666666667,0,8.961944580078125,9.13201904296875
research_proposal_11.pdf,3,31.190000534057617,352.1200256347656,460.7178955078125,368.6080322265625,Detailed content for 7.2 equipment costs with relevant information and examples.,0,0,0,0,0,80,11,12.0,Helvetica,0,0,0.9142857142857143,0,9.13201904296875,6.191986083984375
research_proposal_11.pdf,3,31.190000534057617,374.8000183105469,564.1038818359375,405.4580383300781,This section provides comprehensive coverage of the topic with detailed explanations and,0,0,0,0,0,88,12,12.0,Helvetica,0,0,0.9142857142857143,1,6.191986083984375,10.261993408203125
research_proposal_11.pdf,3,31.190000534057617,374.8000183105469,564.1038818359375,405.4580383300781,examples.,0,0,0,0,0,9,1,12.0,Helvetica,0,0,0.9142857142857143,0,6.191986083984375,10.261993408203125
research_proposal_11.pdf,3,31.190000534057617,415.72003173828125,135.23802185058594,437.75201416015625,8. References,0,1,1,0,0,13,2,16.0,Helvetica-Bold,1,0,1.2190476190476192,0,10.261993408203125,404.13800048828125
